Name;hydrogen_economy;hydrogen_niche;midway;hydrogen_economy_import_case;midway_import_case;midway_import_case_lowest;Unit;Description;Source;;;;;
;;;;;;;;Industry;;;;;;
market_increase_glass_ceramics_bricks_cement_cement_clinker_non-ferrous_minerals;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;23;2050 + scenario;;;;;
market_increase_glass;-0.2200000000000000000;-0.2200000000000000000;-0.2200000000000000000;-0.22000000000000000000000000000000000000;-0.22000000000000000000000000000000000000;-0.22000000000000000000000000000000000000;;23 but only glass;2051 + scenario;;;;;
market_increase_manufacture_of_electronic_components;0.1000000000000000000;0.1000000000000000000;0.1000000000000000000;0.10000000000000000000000000000000000000;0.10000000000000000000000000000000000000;0.10000000000000000000000000000000000000;;26;2050 + scenario;;;;;
market_increase_chemical_industry;0.1300000000000000000;0.1300000000000000000;0.1300000000000000000;0.13000000000000000000000000000000000000;0.13000000000000000000000000000000000000;0.13000000000000000000000000000000000000;;20;2050 + scenario;;;;;
market_increase_food_beverages_and_tobacco;0.1000000000000000000;0.1000000000000000000;0.1000000000000000000;0.10000000000000000000000000000000000000;0.10000000000000000000000000000000000000;0.10000000000000000000000000000000000000;;10-12;2050 + scenario;;;;;
market_increase_textiles;-0.7400000000000000000;-0.7400000000000000000;-0.7400000000000000000;-0.74000000000000000000000000000000000000;-0.74000000000000000000000000000000000000;-0.74000000000000000000000000000000000000;;13;2050 + scenario;;;;;
market_increase_clothing_leather;-0.2300000000000000000;-0.2300000000000000000;-0.2300000000000000000;-0.23000000000000000000000000000000000000;-0.23000000000000000000000000000000000000;-0.23000000000000000000000000000000000000;;14-15;2050 + scenario;;;;;
market_increase_wood_cellulose_paper_cardboard_paperboard;-0.2800000000000000000;-0.2800000000000000000;-0.2800000000000000000;-0.28000000000000000000000000000000000000;-0.28000000000000000000000000000000000000;-0.28000000000000000000000000000000000000;;17;2050 + scenario;;;;;
market_increase_graphic_print_products_packaging_print_products;-0.4000000000000000000;-0.4000000000000000000;-0.4000000000000000000;-0.40000000000000000000000000000000000000;-0.40000000000000000000000000000000000000;-0.40000000000000000000000000000000000000;;18;2050 + scenario;;;;;
market_increase_other_sectors;0.1700000000000000000;0.1700000000000000000;0.1700000000000000000;0.17000000000000000000000000000000000000;0.17000000000000000000000000000000000000;0.17000000000000000000000000000000000000;;16, 31-32;2050 + scenario;;;;;
market_increase_rubber_plastics;0.2600000000000000000;0.2600000000000000000;0.2600000000000000000;0.26000000000000000000000000000000000000;0.26000000000000000000000000000000000000;0.26000000000000000000000000000000000000;;22;2050 + scenario;;;;;
market_increase_metal_products;0.1500000000000000000;0.1500000000000000000;0.1500000000000000000;0.15000000000000000000000000000000000000;0.15000000000000000000000000000000000000;0.15000000000000000000000000000000000000;;25;2050 + scenario;;;;;
market_increase_electrical_engineering;0.1000000000000000000;0.1000000000000000000;0.1000000000000000000;0.10000000000000000000000000000000000000;0.10000000000000000000000000000000000000;0.10000000000000000000000000000000000000;;26-27;2050 + scenario;;;;;
market_increase_machinery_and_vehicle_construction;0.2200000000000000000;0.2200000000000000000;0.2200000000000000000;0.22000000000000000000000000000000000000;0.22000000000000000000000000000000000000;0.22000000000000000000000000000000000000;;28-30;2050 + scenario;;;;;
pen_share_industrial_heating;1.0000000000000000000;0.0000000000000000000;0.2000000000000000000;1.00000000000000000000000000000000000000;0.20000000000000000000000000000000000000;0.20000000000000000000000000000000000000;share;;Neuwirth et al. 2022, Kreidelmeyer et al. 2022;;;;;
;;;;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;H2 demand other countries;;;;;;
h2_demand_DE;206393458.7080950000000000000;90657072.7718724000000000000;148525265.7399840000000000000;206393458.70809500000000000000000000000000000000;148525265.73998400000000000000000000000000000000;148525265.73998400000000000000000000000000000000;MWh;like Gawlick and Hamacher (without light duty transport, and building) but additionally without power generation, buffering;Gawlick & Hamacher 2023, FCH 2 JU 2019;;;;;
h2_demand_FR;171782583.8103030000000000000;75454456.2551104000000000000;123618520.0327060000000000000;171782583.81030300000000000000000000000000000000;123618520.03270600000000000000000000000000000000;123618520.03270600000000000000000000000000000000;MWh;like Gawlick and Hamacher (without light duty transport, and building) but additionally without power generation, buffering;Gawlick & Hamacher 2023, FCH 2 JU 2019;;;;;
h2_demand_IT;106557890.4333610000000000000;46804905.9689289000000000000;76681398.2011447000000000000;106557890.43336100000000000000000000000000000000;76681398.20114470000000000000000000000000000000;76681398.20114470000000000000000000000000000000;MWh;like Gawlick and Hamacher (without light duty transport, and building) but additionally without power generation, buffering;Gawlick & Hamacher 2023, FCH 2 JU 2019;;;;;
h2_demand_AT;23528127.5551922000000000000;10334587.0809485000000000000;16931357.3180703000000000000;23528127.55519220000000000000000000000000000000;16931357.31807030000000000000000000000000000000;16931357.31807030000000000000000000000000000000;MWh;like Gawlick and Hamacher (without light duty transport, and building) but additionally without power generation, buffering;Gawlick & Hamacher 2023, FCH 2 JU 2019;;;;;
;;;;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Infrastructure;;;;;;
replace_nat_gas;1.0000000000000000000;0.0000000000000000000;0.5000000000000000000;1.00000000000000000000000000000000000000;0.50000000000000000000000000000000000000;0.50000000000000000000000000000000000000;True=1 False =0 or share if possible;replacement of natural gas with hydrogen;;;;;;
efficiency_H2_gas_turbine;0.4270000000000000000;0.4270000000000000000;0.4270000000000000000;0.42700000000000000000000000000000000000;0.42700000000000000000000000000000000000;0.42700000000000000000000000000000000000;share;Efficiency H2 gas turbine, LHV;Salam et al 2023;;;;;
capital_cost_storage_underground;33.6530645164534000000;60.4451318661143000000;40.5077323500661000000;33.65306451645340000000000000000000000000;40.50773235006610000000000000000000000000;40.50773235006610000000000000000000000000;€/MWh H2;Capital costs H2 storage underground, analogue electrolyser;Neumann et al., 2023, DEA;;;;;
marginal_cost_storage_underground;0.0000120251352010400;0.0000216452433618720;0.0000144301622412480;0.00001202513520104000000000000000000000;0.00001443016224124800000000000000000000;0.00001443016224124800000000000000000000;eur/MWh H2;Operational costs H2 storage underground;Neumann et al., 2023, DEA storage;;;;;
storage_capacity_underground_CH;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;MW;These are maximum usable capacities;;;;;;
storage_hours_underground_CH;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;hours;Storage energy capacity For optimistic scenario: all storage options, for niche only salt cavers as others assumed to remain for gas;Talukdar et al, 2024;;;;;
storage_capacity_underground_DE;69500.0000000000000000000;39800.0000000000000000000;54650.0000000000000000000;69500.00000000000000000000000000000000000000;54650.00000000000000000000000000000000000000;54650.00000000000000000000000000000000000000;MW;Capacity = Total storage capacity / hours;;;;;;
storage_hours_underground_DE;1000.0000000000000000000;1000.0000000000000000000;1000.0000000000000000000;1000.00000000000000000000000000000000000000;1000.00000000000000000000000000000000000000;1000.00000000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_energy_content_underground_DE;69500000.0000000000000000000;39800000.0000000000000000000;54650000.0000000000000000000;69500000.00000000000000000000000000000000000000;54650000.00000000000000000000000000000000000000;54650000.00000000000000000000000000000000000000;MWh;Storage energy capacity For optimistic scenario: all storage options, for niche only salt cavers as others assumed to remain for gas;Talukdar et al, 2024;;;;;
storage_capacity_underground_FR;29100.0000000000000000000;2120.0000000000000000000;15610.0000000000000000000;29100.00000000000000000000000000000000000000;15610.00000000000000000000000000000000000000;15610.00000000000000000000000000000000000000;MW;Capacity = Total storage capacity / hours;;;;;;
storage_hours_underground_FR;1000.0000000000000000000;1000.0000000000000000000;1000.0000000000000000000;1000.00000000000000000000000000000000000000;1000.00000000000000000000000000000000000000;1000.00000000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_energy_content_underground_FR;29100000.0000000000000000000;2120000.0000000000000000000;15610000.0000000000000000000;29100000.00000000000000000000000000000000000000;15610000.00000000000000000000000000000000000000;15610000.00000000000000000000000000000000000000;MWh;Storage energy capacity For optimistic scenario: all storage options, for niche only salt cavers as others assumed to remain for gas;Talukdar et al, 2024;;;;;
storage_capacity_underground_IT;36700.0000000000000000000;0.0000000000000000000;18350.0000000000000000000;36700.00000000000000000000000000000000000000;18350.00000000000000000000000000000000000000;18350.00000000000000000000000000000000000000;MW;Capacity = Total storage capacity / hours;;;;;;
storage_hours_underground_IT;1000.0000000000000000000;1000.0000000000000000000;1000.0000000000000000000;1000.00000000000000000000000000000000000000;1000.00000000000000000000000000000000000000;1000.00000000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_energy_content_underground_IT;36700000.0000000000000000000;0.0000000000000000000;18350000.0000000000000000000;36700000.00000000000000000000000000000000000000;18350000.00000000000000000000000000000000000000;18350000.00000000000000000000000000000000000000;MWh;Storage energy capacity For optimistic scenario: all storage options, for niche only salt cavers as others assumed to remain for gas;Talukdar et al, 2024;;;;;
storage_capacity_underground_AT;19800.0000000000000000000;0.0000000000000000000;9900.0000000000000000000;19800.00000000000000000000000000000000000000;9900.00000000000000000000000000000000000000;9900.00000000000000000000000000000000000000;MW;Capacity = Total storage capacity / hours;;;;;;
storage_hours_underground_AT;1000.0000000000000000000;1000.0000000000000000000;1000.0000000000000000000;1000.00000000000000000000000000000000000000;1000.00000000000000000000000000000000000000;1000.00000000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_energy_content_underground_AT;19800000.0000000000000000000;0.0000000000000000000;9900000.0000000000000000000;19800000.00000000000000000000000000000000000000;9900000.00000000000000000000000000000000000000;9900000.00000000000000000000000000000000000000;MWh;Storage energy capacity For optimistic scenario: all storage options, for niche only salt cavers as others assumed to remain for gas;Talukdar et al, 2024;;;;;
capital_cost_storage_compressed_tank;1540.4237050455600000000;2590.7125948493500000000;2065.5681499474500000000;1540.42370504556000000000000000000000000000;2065.56814994745000000000000000000000000000;2065.56814994745000000000000000000000000000;€/MWh H2;Capital costs H2 storage compressed tank, analogue electrolyser. Important this is per size of the storage not the actually stored hydrogen!;Neumann et al., 2023, DEA storage;;;;;
marginal_cost_storage_compressed_tank;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Operational costs H2 storage compressed tank;;;;;;
storage_capacity_compressed_tank_CH1 0;754.4000000000000000000;377.2000000000000000000;754.4000000000000000000;754.40000000000000000000000000000000000000;754.40000000000000000000000000000000000000;754.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 1;424.8000000000000000000;212.4000000000000000000;424.8000000000000000000;424.80000000000000000000000000000000000000;424.80000000000000000000000000000000000000;424.80000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 2;1857.4000000000000000000;928.7000000000000000000;1857.4000000000000000000;1857.40000000000000000000000000000000000000;1857.40000000000000000000000000000000000000;1857.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 3;2396.2000000000000000000;1198.1000000000000000000;2396.2000000000000000000;2396.20000000000000000000000000000000000000;2396.20000000000000000000000000000000000000;2396.20000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 4;35.6000000000000000000;17.8000000000000000000;35.6000000000000000000;35.60000000000000000000000000000000000000;35.60000000000000000000000000000000000000;35.60000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 5;344.4000000000000000000;172.2000000000000000000;344.4000000000000000000;344.40000000000000000000000000000000000000;344.40000000000000000000000000000000000000;344.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 6;703.6000000000000000000;351.8000000000000000000;703.6000000000000000000;703.60000000000000000000000000000000000000;703.60000000000000000000000000000000000000;703.60000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 7;2122.4000000000000000000;1061.2000000000000000000;2122.4000000000000000000;2122.40000000000000000000000000000000000000;2122.40000000000000000000000000000000000000;2122.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 8;345.4000000000000000000;172.7000000000000000000;345.4000000000000000000;345.40000000000000000000000000000000000000;345.40000000000000000000000000000000000000;345.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 9;288.4000000000000000000;144.2000000000000000000;288.4000000000000000000;288.40000000000000000000000000000000000000;288.40000000000000000000000000000000000000;288.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 10;59.4000000000000000000;29.7000000000000000000;59.4000000000000000000;59.40000000000000000000000000000000000000;59.40000000000000000000000000000000000000;59.40000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 11;2127.6000000000000000000;1063.8000000000000000000;2127.6000000000000000000;2127.60000000000000000000000000000000000000;2127.60000000000000000000000000000000000000;2127.60000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 12;770.2000000000000000000;385.1000000000000000000;770.2000000000000000000;770.20000000000000000000000000000000000000;770.20000000000000000000000000000000000000;770.20000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 13;1526.8000000000000000000;763.4000000000000000000;1526.8000000000000000000;1526.80000000000000000000000000000000000000;1526.80000000000000000000000000000000000000;1526.80000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_capacity_compressed_tank_CH1 14;1724.2000000000000000000;862.1000000000000000000;1724.2000000000000000000;1724.20000000000000000000000000000000000000;1724.20000000000000000000000000000000000000;1724.20000000000000000000000000000000000000;MW;Giacomos Masterthesis/ Jan calculations;;;;;;
storage_hours_compressed_tank_CH;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_capacity_compressed_tank_DE1 0;273976.4000000000000000000;136988.2000000000000000000;273976.4000000000000000000;273976.40000000000000000000000000000000000000;273976.40000000000000000000000000000000000000;273976.40000000000000000000000000000000000000;MW;;Giacomos Masterthesis/ Jan calculations;;;;;
storage_hours_compressed_tank_DE;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_capacity_compressed_tank_FR1 0;237803.8000000000000000000;118901.9000000000000000000;237803.8000000000000000000;237803.80000000000000000000000000000000000000;237803.80000000000000000000000000000000000000;237803.80000000000000000000000000000000000000;MW;;Giacomos Masterthesis/ Jan calculations;;;;;
storage_hours_compressed_tank_FR;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_capacity_compressed_tank_IT1 0;177729.0000000000000000000;88864.5000000000000000000;177729.0000000000000000000;177729.00000000000000000000000000000000000000;177729.00000000000000000000000000000000000000;177729.00000000000000000000000000000000000000;MW;;Giacomos Masterthesis/ Jan calculations;;;;;
storage_hours_compressed_tank_IT;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
storage_capacity_compressed_tank_AT1 0;20672.6000000000000000000;10336.3000000000000000000;20672.6000000000000000000;20672.60000000000000000000000000000000000000;20672.60000000000000000000000000000000000000;20672.60000000000000000000000000000000000000;MW;;Giacomos Masterthesis/ Jan calculations;;;;;
storage_hours_compressed_tank_AT;208.7500000000000000000;196.5000000000000000000;202.6250000000000000000;208.75000000000000000000000000000000000000;202.62500000000000000000000000000000000000;202.62500000000000000000000000000000000000;hours;Hours = Energy storage for one unit / Input capacity for one unit;DEA, 2023 Datasheet for energy storage;;;;;
capital_cost_H2_transport_trucks_MW;1523.9966018670800000000;1523.9966018670800000000;1523.9966018670800000000;1523.99660186708000000000000000000000000000;1523.99660186708000000000000000000000000000;1523.99660186708000000000000000000000000000;€/MW H2;Capital costs H2 transport trucks, analogue electrolyser;Gabrielli et al 2020;;;;;
capital_cost_H2_transport_trucks_MWh;2540.9612093456600000000;2540.9612093456600000000;2540.9612093456600000000;2540.96120934566000000000000000000000000000;2540.96120934566000000000000000000000000000;2540.96120934566000000000000000000000000000;€/MWh H2;;Husarek et al 2021;;;;;
capital_cost_H2_transport_trucks_MWh_storage_size;2210.0485812498200000000;3315.0728718747300000000;2210.0485812498200000000;2210.04858124982000000000000000000000000000;2210.04858124982000000000000000000000000000;2210.04858124982000000000000000000000000000;€/MWh H2;Capital costs H2 storage compressed tank for tank only excluding rest, analogue electrolyser. Important this is per size of the storage not the actually stored hydrogen!;Neumann et al., 2023, DEA storage;;;;;
loading_time_H2_transport_trucks;1.5000000000000000000;1.5000000000000000000;1.5000000000000000000;1.50000000000000000000000000000000000000;1.50000000000000000000000000000000000000;1.50000000000000000000000000000000000000;hours;;Reuss et al 2021;;;;;
investment_H2_transport_trucks;99783.0847349545000000000;127632.7660471150000000000;113707.9253910350000000000;99783.08473495450000000000000000000000000000;113707.92539103500000000000000000000000000000;113707.92539103500000000000000000000000000000;;;;;;;;
only_driving_cost_H2_transport_trucks;1.0440000000000000000;1.0440000000000000000;1.0440000000000000000;1.04400000000000000000000000000000000000;1.04400000000000000000000000000000000000;1.04400000000000000000000000000000000000;€/truck/km;;Husarek;;;;;
totex_driving_cost_H2_transport_trucks_MWh;0.0427743956079559000;0.0427743956079559000;0.0427743956079559000;0.04277439560795590000000000000000000000;0.04277439560795590000000000000000000000;0.04277439560795590000000000000000000000;€/MWh H2/km;;Reuss et al 2021;;;;;
driving_cost_wo_investment_for_storage;0.0000384495673555417;0.0000384495673555417;0.0000384495673555417;0.00003844956735554170000000000000000000;0.00003844956735554170000000000000000000;0.00003844956735554170000000000000000000;(eur)/MWh H2/km;;;;;;;
marginal_cost_H2_transport_trucks;0.0211657529389303000;0.0211657529389303000;0.0211657529389303000;0.02116575293893030000000000000000000000;0.02116575293893030000000000000000000000;0.02116575293893030000000000000000000000;€ /MWh / km;Operational costs H2 transport costs (27.6€/100 km fuel costs + 35€ per hour driver cost at speed 70 km/h), might underestimate a bit swiss driver costs? Divided by Mwh one truck can carry to get per MWh;Husarek et al 2021;;;;;
loading_cost_H2_transport_trucks;1.8505850585058500000;3.5403540354035400000;2.6954695469547000000;1.85058505850585000000000000000000000000;2.69546954695470000000000000000000000000;2.69546954695470000000000000000000000000;€/MWh H2;;;;;;;
driving_cost_H2_transport_trucks;0.0481848184818482000;0.0720072007200720000;0.0600960096009601000;0.04818481848184820000000000000000000000;0.06009600960096010000000000000000000000;0.06009600960096010000000000000000000000;€/MWh H2/km;;DEA transport and Reuss combined;;;;;
capital_cost_H2_transport_pipelines;47.6000000000000000000;67.9000000000000000000;52.5000000000000000000;47.60000000000000000000000000000000000000;52.50000000000000000000000000000000000000;52.50000000000000000000000000000000000000;€/MW H2/km;Capital costs H2 pipeline, analogue electrolyser;DEA, 2023 Datasheet for energy transport;;;;;
marginal_cost_H2_transport_pipelines;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Operational costs H2 pipeline;;;;;;
losses_per_km_trucks;0.0000000000000000000;0.0000000000000000000;0.0000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;0.00000000000000000000000000000000000000;;Losses per m truck, so far no losses;;;;;;
losses_per_km_pipelines;0.0000300000000000000;0.0000570000000000000;0.0000340000000000000;0.00003000000000000000000000000000000000;0.00003400000000000000000000000000000000;0.00003400000000000000000000000000000000;(/km);Losses per m pipeline;DEA transport;;;;;
